Id,Year,Certificate,Duration (min),Genre,Rating
2209,59,21,77,350,54
2210,59,21,40,188,62
2211,59,21,62,300,59
2212,59,24,58,5,61
2213,59,24,117,312,50
2214,59,10,26,380,40
2215,59,18,44,212,39
2216,59,21,29,158,52
2217,59,7,21,273,29
2218,59,21,51,347,59
2219,59,21,68,89,49
2220,59,10,34,308,63
2221,59,10,73,300,62
2222,59,10,39,310,34
2223,59,10,39,76,47
2224,59,24,50,322,54
2225,59,10,56,6,51
2226,59,7,51,264,56
2227,59,10,29,233,55
2228,59,9,35,381,41
2229,59,10,58,276,54
2230,59,10,53,236,27
2231,59,7,75,17,54
2232,59,24,86,347,57
2233,59,10,21,243,37
2234,59,20,42,398,36
2235,59,21,42,138,55
2236,59,10,60,300,61
2237,59,10,27,41,43
2238,59,10,43,12,41
2239,59,7,27,369,55
2240,57,21,26,187,32
2241,57,10,91,262,58
2242,57,21,42,219,38
2243,57,10,59,198,54
2244,57,10,100,358,51
2245,57,20,62,175,56
2246,57,20,42,221,57
2247,57,24,74,41,48
2248,57,20,89,170,62
2249,57,10,65,385,60
2250,57,10,26,331,39
2251,57,21,38,206,51
2252,57,24,59,68,44
2253,57,24,50,7,50
2254,57,24,62,13,40
2255,57,24,71,52,58
2256,57,10,41,279,51
2257,57,10,36,187,51
2258,57,10,51,13,47
2259,57,10,51,382,54
2260,57,24,24,24,39
2261,57,18,43,175,54
2262,57,10,40,267,55
2263,57,7,70,35,53
2264,57,4,79,44,37
2265,57,18,29,145,24
2266,57,20,38,263,59
2267,57,21,21,146,54
2268,57,20,46,65,45
2269,57,19,62,208,50
2270,57,20,59,359,55
2271,57,21,72,125,42
2272,57,20,48,267,59
2273,57,17,98,54,64
2274,57,20,77,263,48
2275,57,21,36,212,41
2276,57,10,44,60,49
2277,57,24,27,245,39
2278,38,24,28,381,53
2279,38,20,40,186,53
2280,38,21,24,90,6
2281,38,20,43,41,48
2282,38,21,51,203,40
2283,38,21,22,89,42
2284,38,10,82,267,61
2285,38,21,51,116,49
2286,38,21,45,35,45
2287,38,10,102,45,57
2288,38,19,41,186,42
2289,38,7,59,17,51
2290,38,19,107,298,63
2291,38,24,49,12,38
2292,38,21,34,12,42
2293,38,19,44,203,61
2294,38,17,72,331,55
2295,38,24,48,3,47
2296,38,21,46,6,48
2297,38,10,22,377,44
2298,38,24,73,13,48
2299,38,24,125,325,62
2300,38,21,24,138,63
2301,38,10,47,245,42
2302,38,24,26,12,43
2303,38,24,51,74,45
2304,38,10,69,170,57
2305,38,24,31,206,58
2306,38,20,32,65,28
2307,38,20,28,186,36
2308,38,21,73,175,56
2309,38,2,53,76,38
2310,38,10,39,245,47
2311,38,21,32,138,46
2312,38,1,35,21,42
2313,38,20,43,114,38
2314,38,21,45,53,39
2315,38,10,39,41,58
2316,38,21,35,145,45
2317,38,24,48,385,50
2318,38,21,25,145,54
2319,38,19,50,3,47
2320,38,21,63,206,65
2321,38,24,33,3,49
2322,38,10,27,264,40
2323,38,19,58,87,47
2324,37,21,40,3,23
2325,37,24,47,358,61
2326,37,19,53,70,38
2327,37,10,30,41,44
2328,37,10,29,377,49
2329,37,21,42,261,47
2330,37,21,32,187,55
2331,37,24,61,201,53
2332,37,20,33,397,35
2333,37,21,59,350,53
2334,37,10,33,350,29
2335,37,19,35,248,49
2336,37,10,41,53,40
2337,37,10,46,50,47
2338,37,21,46,173,60
2339,37,24,54,175,54
2340,37,21,82,99,58
2341,37,24,28,86,49
2342,37,26,49,186,44
2343,37,24,31,12,36
2344,37,24,56,52,54
2345,37,21,14,164,61
2346,37,20,51,200,59
2347,37,20,44,186,36
2348,37,21,39,145,58
2349,37,21,33,89,55
2350,37,20,126,66,57
2351,37,21,61,300,54
2352,37,24,22,186,37
2353,37,24,43,170,46
2354,37,10,50,65,40
2355,37,24,32,3,44
2356,37,21,43,206,50
2357,37,7,45,331,44
2358,37,20,57,263,34
2359,37,21,31,186,41
2360,37,24,71,13,49
2361,37,10,28,35,39
2362,37,10,42,203,56
2363,37,21,57,12,50
2364,37,24,39,219,50
2365,37,21,99,113,63
2366,58,10,36,187,49
2367,58,10,42,21,37
2368,58,21,78,324,55
2369,58,10,41,381,44
2370,58,21,23,20,49
2371,58,20,26,245,30
2372,58,10,39,345,35
2373,58,10,41,76,47
2374,58,21,48,170,62
2375,58,21,48,3,29
2376,58,24,30,44,44
2377,58,19,73,175,49
2378,58,20,41,206,44
2379,58,21,55,5,53
2380,58,24,27,51,52
2381,58,10,95,323,57
2382,58,20,32,362,40
2383,58,10,30,17,50
2384,58,10,54,245,47
2385,58,20,42,76,35
2386,58,10,53,13,55
2387,58,21,41,164,60
2388,58,24,48,7,39
2389,58,10,53,383,56
2390,58,24,31,5,38
2391,58,21,59,255,55
2392,58,19,42,186,33
2393,58,7,33,260,52
2394,58,24,59,76,46
2395,58,21,33,22,38
2396,58,10,68,170,59
2397,58,24,56,21,52
2398,58,21,37,358,50
2399,58,24,48,7,40
2400,58,20,28,369,40
2401,58,21,70,300,58
2402,58,7,52,5,57
2403,58,10,55,21,48
2404,48,18,28,206,59
2405,48,10,40,41,58
2406,48,10,55,12,7
2407,48,21,46,145,46
2408,48,10,36,377,44
2409,48,10,44,7,41
2410,48,21,59,172,60
2411,48,24,42,206,41
2412,48,21,66,313,61
2413,48,21,25,145,42
2414,48,18,36,145,46
2415,48,20,31,325,45
2416,48,21,49,225,45
2417,48,10,52,41,54
2418,48,20,53,198,59
2419,48,21,35,275,52
2420,48,24,34,198,54
2421,48,21,28,112,46
2422,48,21,56,350,62
2423,48,10,48,13,59
2424,48,19,54,12,38
2425,48,19,45,181,53
2426,48,10,66,263,60
2427,48,21,23,7,7
2428,48,21,23,250,37
2429,48,21,38,213,44
2430,48,24,34,369,48
2431,48,10,40,186,41
2432,48,24,39,7,44
2433,48,10,81,300,57
2434,48,20,44,267,52
2435,48,10,30,245,46
2436,48,20,62,203,55
2437,48,10,31,245,62
2438,48,10,38,300,54
2439,48,24,63,300,59
2440,48,18,55,145,58
2441,48,19,46,24,40
2442,48,3,47,3,51
2443,48,5,34,53,37
2444,48,21,54,90,51
2445,48,24,56,3,52
2446,48,10,47,276,35
2447,48,10,43,21,52
2448,42,10,62,53,46
2449,42,10,42,200,45
2450,42,10,69,35,46
2451,42,10,48,188,45
2452,42,24,65,392,51
2453,42,17,53,180,50
2454,42,10,42,206,41
2455,42,10,51,24,43
2456,42,20,38,300,48
2457,42,24,71,35,54
2458,42,20,47,206,50
2459,42,10,34,35,34
2460,42,24,59,300,63
2461,42,24,47,234,47
2462,42,24,40,13,40
2463,42,10,48,206,39
2464,42,10,57,76,47
2465,42,7,28,128,41
2466,42,10,49,347,56
2467,42,7,38,186,44
2468,42,10,40,186,47
2469,42,24,54,388,41
2470,42,20,32,252,44
2471,42,21,64,104,57
2472,42,20,38,267,54
2473,42,24,59,4,44
2474,42,20,42,300,52
2475,42,20,23,186,46
2476,42,24,35,138,45
2477,42,19,35,186,37
2478,42,19,38,175,41
2479,42,21,54,7,43
2480,42,20,69,263,60
2481,42,10,70,76,55
2482,42,24,29,86,38
2483,42,20,47,181,40
2484,42,21,45,138,55
2485,42,19,47,302,55
2486,42,21,28,93,51
2487,42,24,52,7,45
2488,42,20,60,170,51
2489,42,25,28,21,39
2490,4,21,31,250,45
2491,4,21,58,206,49
2492,4,21,68,3,47
2493,4,21,35,145,54
2494,4,17,31,116,53
2495,4,18,42,89,24
2496,4,24,54,12,39
2497,4,21,59,350,54
2498,4,19,66,206,49
2499,4,10,87,263,46
2500,4,19,25,249,2
2501,4,21,29,145,43
2502,4,21,22,145,49
2503,4,24,51,277,50
2504,4,21,91,305,56
2505,4,19,12,186,36
2506,4,10,66,350,52
2507,4,21,34,145,46
2508,4,24,30,22,46
2509,4,10,49,175,60
2510,4,24,44,263,52
2511,4,21,53,306,55
2512,4,24,72,17,58
2513,4,21,50,206,49
2514,4,20,32,221,36
2515,4,19,30,245,47
2516,4,10,43,279,64
2517,4,21,35,89,45
2518,4,7,28,385,36
2519,4,7,61,345,42
2520,4,24,35,186,31
2521,4,10,27,350,50
2522,4,7,54,253,43
2523,4,24,48,335,59
2524,4,10,22,350,34
2525,4,7,38,331,48
2526,4,21,36,217,48
2527,4,24,29,60,39
2528,4,20,37,76,45
2529,59,21,36,72,41
2530,59,10,29,207,46
2531,59,20,70,35,43
2532,59,21,28,159,59
2533,59,20,25,359,43
2534,59,17,46,188,50
2535,59,26,59,170,50
2536,59,21,52,3,38
2537,59,24,54,310,53
2538,59,19,65,172,53
2539,59,24,45,51,55
2540,59,10,30,258,62
2541,59,10,54,267,52
2542,59,20,44,198,52
2543,59,24,31,219,43
2544,59,24,46,3,45
2545,59,5,77,55,48
2546,59,10,54,267,49
2547,59,21,33,30,44
2548,59,21,17,145,55
2549,59,18,31,35,49
2550,59,21,35,345,54
2551,59,20,55,181,50
2552,59,10,26,245,39
2553,59,21,51,12,59
2554,59,21,37,89,42
2555,59,10,51,66,48
2556,59,21,42,97,51
2557,59,10,34,172,56
2558,59,10,48,380,44
2559,59,10,53,353,49
2560,59,20,41,245,30
2561,59,10,37,382,36
2562,59,10,35,267,44
2563,59,24,47,29,51
2564,59,20,15,385,45
2565,59,20,27,228,57
2566,59,26,81,341,55
2567,59,24,34,231,48
2568,59,24,70,41,46
2569,59,21,50,145,52
2570,31,24,23,370,32
2571,31,21,21,145,57
2572,31,21,41,206,50
2573,31,10,89,198,53
2574,31,10,38,385,34
2575,31,19,24,370,32
2576,31,20,53,35,45
2577,31,24,49,347,53
2578,31,18,30,3,37
2579,31,24,24,197,39
2580,31,24,58,35,50
2581,31,17,149,326,58
2582,31,24,54,52,49
2583,31,10,36,20,54
2584,31,20,49,35,45
2585,31,10,31,186,46
2586,31,24,49,381,44
2587,31,20,26,221,29
2588,31,19,28,186,39
2589,31,10,29,4,28
2590,31,24,79,35,51
2591,31,10,30,41,50
2592,31,20,70,168,54
2593,31,21,29,199,51
2594,31,21,40,138,60
2595,31,20,66,300,53
2596,31,10,43,347,53
2597,31,24,36,76,50
2598,31,24,39,249,43
2599,31,21,73,267,54
2600,31,10,38,20,47
2601,31,10,63,245,50
2602,31,19,71,255,57
2603,31,24,69,13,45
2604,31,24,40,168,52
2605,31,10,68,331,48
2606,31,21,33,267,54
2607,31,21,31,3,19
2608,31,24,39,198,47
2609,31,21,53,344,56
2610,31,10,64,255,55
2611,31,20,63,267,49
2612,31,21,48,312,57
2613,31,19,39,350,45
2614,31,24,24,145,47
2615,51,21,40,52,53
2616,51,10,26,362,66
2617,51,4,36,232,50
2618,51,21,38,245,47
2619,51,20,41,334,34
2620,51,10,48,359,49
2621,51,19,40,300,54
2622,51,21,66,182,53
2623,51,20,31,198,48
2624,51,24,71,180,40
2625,51,21,57,13,47
2626,51,19,62,3,43
2627,51,21,39,89,38
2628,51,7,60,2,51
2629,51,10,19,380,45
2630,51,21,31,198,58
2631,51,10,49,16,59
2632,51,7,48,65,48
2633,51,24,79,84,48
2634,51,10,51,35,49
2635,51,26,30,260,39
2636,51,19,33,302,48
2637,51,4,35,186,45
2638,51,20,26,300,38
2639,51,20,22,385,29
2640,51,24,42,168,55
2641,51,24,37,24,59
2642,51,20,42,383,40
2643,51,13,12,164,55
2644,51,20,33,334,48
2645,51,24,92,75,31
2646,51,5,33,51,40
2647,51,10,39,385,38
2648,51,20,57,3,54
2649,51,21,42,375,63
2650,51,21,28,245,50
2651,51,21,26,194,50
2652,51,20,90,263,60
2653,51,20,26,197,39
2654,54,21,41,89,60
2655,54,10,47,266,56
2656,54,21,56,199,35
2657,54,7,20,385,48
2658,54,10,46,53,46
2659,54,20,49,370,44
2660,54,18,33,145,54
2661,54,20,48,206,56
2662,54,24,71,170,63
2663,54,21,38,170,51
2664,54,10,50,31,49
2665,54,18,38,104,49
2666,54,20,50,259,47
2667,54,7,46,331,42
2668,54,21,31,186,46
2669,54,21,34,145,50
2670,54,10,19,228,56
2671,54,21,16,145,53
2672,54,20,36,186,29
2673,54,10,80,170,48
2674,54,10,65,175,52
2675,54,10,64,113,50
2676,54,21,52,89,36
2677,54,26,78,242,41
2678,54,19,58,300,53
2679,54,17,26,9,39
2680,54,10,44,377,53
2681,54,5,50,275,53
2682,54,17,31,187,42
2683,54,17,43,186,38
2684,54,21,16,145,51
2685,54,3,49,5,49
2686,54,10,33,384,48
2687,54,21,33,145,50
2688,54,24,20,238,44
2689,54,10,66,53,52
2690,54,19,74,181,55
2691,54,21,47,188,60
2692,54,21,45,352,49
2693,54,24,70,300,57
2694,43,7,44,4,44
2695,43,24,41,76,42
2696,43,21,36,7,42
2697,43,5,32,41,44
2698,43,5,46,276,56
2699,43,24,63,106,56
2700,43,21,38,12,49
2701,43,17,25,384,54
2702,43,5,51,52,47
2703,43,21,54,206,56
2704,43,17,53,331,53
2705,43,20,24,188,47
2706,43,21,35,89,53
2707,43,10,33,347,43
2708,43,10,57,35,51
2709,43,21,33,145,50
2710,43,17,39,63,43
2711,43,10,37,359,45
2712,43,20,55,5,48
2713,43,20,47,188,45
2714,43,20,57,392,36
2715,43,18,59,172,55
2716,43,24,52,12,37
2717,43,21,32,145,47
2718,43,21,75,205,54
2719,43,20,51,267,54
2720,43,19,26,250,49
2721,43,10,46,310,50
2722,43,21,35,198,43
2723,43,7,41,381,47
2724,43,24,56,12,39
2725,43,10,42,35,59
2726,43,21,56,245,48
2727,43,10,45,382,46
2728,43,7,39,228,40
2729,43,21,48,331,53
2730,43,24,48,4,41
2731,43,10,30,60,47
2732,43,21,40,244,50
2733,43,20,60,267,49
2734,43,20,101,109,52
2735,43,10,46,168,53
2736,43,24,44,69,51
2737,43,10,53,4,43
2738,43,10,35,122,34
2739,40,19,42,245,50
2740,40,20,55,323,47
2741,40,19,44,290,67
2742,40,24,38,76,46
2743,40,20,35,51,20
2744,40,10,42,382,47
2745,40,21,31,6,40
2746,40,10,33,300,47
2747,40,10,112,35,47
2748,40,20,98,170,57
2749,40,20,31,186,13
2750,40,10,33,260,34
2751,40,26,48,398,44
2752,40,10,62,38,54
2753,40,24,59,4,21
2754,40,20,57,331,47
2755,40,20,27,385,44
2756,40,21,38,206,61
2757,40,24,67,47,46
2758,40,19,42,300,51
2759,40,9,38,22,29
2760,40,24,33,206,50
2761,40,21,48,12,54
2762,40,25,67,4,50
2763,40,17,64,150,60
2764,40,19,44,171,50
2765,40,21,43,89,42
2766,40,10,102,263,69
2767,40,18,37,313,50
2768,40,20,27,267,55
2769,40,21,42,213,45
2770,40,20,67,172,48
2771,40,21,31,89,34
2772,40,24,47,10,35
2773,40,19,28,186,56
2774,40,24,82,180,62
2775,40,17,22,270,48
2776,40,20,42,335,56
2777,40,21,72,350,60
2778,40,20,53,53,48
2779,40,24,65,267,53
2780,40,20,30,312,50
2781,34,20,61,88,43
2782,34,21,57,358,55
2783,34,10,99,344,62
2784,34,10,44,300,53
2785,34,19,61,90,50
2786,34,20,49,347,44
2787,34,21,56,210,43
2788,34,19,24,187,34
2789,34,18,29,213,31
2790,34,21,35,186,57
2791,34,20,80,264,49
2792,34,24,75,49,49
2793,34,11,34,347,45
2794,34,17,62,172,47
2795,34,21,43,300,60
2796,34,21,54,263,66
2797,34,9,61,300,65
2798,34,19,31,206,20
2799,34,10,51,186,49
2800,34,24,55,116,45
2801,34,10,32,377,37
2802,34,21,43,88,33
2803,34,7,59,300,49
2804,34,25,64,89,43
2805,34,21,14,147,47
2806,34,10,92,359,63
2807,34,10,64,206,52
2808,34,10,60,245,43
2809,34,24,65,13,49
2810,34,24,52,350,42
2811,34,19,61,300,46
2812,34,21,105,346,62
2813,34,21,22,88,51
2814,34,24,53,394,52
2815,34,24,52,35,53
2816,34,10,37,267,57
2817,34,24,28,21,49
2818,34,24,37,188,58
2819,34,19,57,350,53
2820,34,10,20,25,40
2821,34,24,29,110,32
2822,57,10,71,106,55
2823,57,24,24,145,16
2824,57,10,22,245,34
2825,57,10,53,175,49
2826,57,21,45,214,39
2827,57,17,30,35,52
2828,57,21,55,149,62
2829,57,20,63,35,52
2830,57,10,51,221,44
2831,57,10,49,350,50
2832,57,19,30,206,49
2833,57,24,62,336,60
2834,57,21,35,21,27
2835,57,21,49,3,39
2836,57,24,28,385,44
2837,57,20,36,177,53
2838,57,10,56,170,57
2839,57,24,35,4,29
2840,57,24,53,12,38
2841,57,7,33,377,31
2842,57,25,47,245,39
2843,57,24,39,383,46
2844,57,10,36,21,45
2845,57,21,39,145,60
2846,57,20,56,345,47
2847,57,21,57,206,47
2848,57,21,61,210,58
2849,57,19,59,24,43
2850,57,19,56,3,41
2851,57,10,34,245,46
2852,57,10,37,385,44
2853,57,25,25,216,44
2854,57,20,63,170,53
2855,57,24,126,2,49
2856,57,21,57,116,48
2857,57,24,47,300,58
2858,57,10,31,385,40
2859,57,20,39,206,47
2860,57,10,15,198,53
2861,57,10,74,333,37
2862,57,10,79,170,59
2863,57,18,55,206,42
2864,57,24,24,380,45
2865,55,17,51,65,40
2866,55,20,51,391,40
2867,55,20,47,369,36
2868,55,21,23,138,48
2869,55,21,63,147,62
2870,55,10,102,300,57
2871,55,21,77,50,56
2872,55,20,48,300,55
2873,55,20,48,27,40
2874,55,10,44,252,50
2875,55,24,77,300,54
2876,55,10,37,41,47
2877,55,21,56,32,40
2878,55,10,56,350,49
2879,55,10,60,172,54
2880,55,21,33,6,35
2881,55,26,92,347,53
2882,55,19,63,200,50
2883,55,10,39,28,37
2884,55,24,40,53,55
2885,55,26,40,44,39
2886,55,20,45,76,44
2887,55,21,81,129,46
2888,55,2,53,198,53
2889,55,20,47,350,61
2890,55,20,45,353,45
2891,55,24,29,382,41
2892,55,10,49,331,32
2893,55,10,43,245,52
2894,55,10,34,385,60
2895,55,10,52,312,44
2896,55,24,38,186,42
2897,55,10,47,382,47
2898,55,24,57,186,45
2899,55,10,31,64,41
2900,55,10,31,187,36
2901,55,10,37,51,42
2902,55,20,38,194,52
2903,55,21,40,8,48
2904,22,21,15,152,56
2905,22,21,103,53,52
2906,22,26,49,350,53
2907,22,20,30,294,57
2908,22,21,26,235,57
2909,22,21,42,186,50
2910,22,21,77,17,48
2911,22,20,43,383,42
2912,22,10,33,4,39
2913,22,24,43,335,45
2914,22,10,36,37,42
2915,22,10,34,267,52
2916,22,20,30,264,56
2917,22,21,40,138,48
2918,22,10,50,267,54
2919,22,20,43,101,29
2920,22,21,32,3,39
2921,22,10,57,263,54
2922,22,10,47,377,42
2923,22,19,31,233,35
2924,22,24,105,50,24
2925,22,24,65,168,60
2926,22,24,28,216,19
2927,22,24,34,212,44
2928,22,24,43,65,34
2929,22,10,62,263,50
2930,22,7,54,300,49
2931,22,10,62,175,45
2932,22,19,47,174,47
2933,22,20,31,135,44
2934,22,18,62,199,52
2935,22,21,20,89,23
2936,22,10,57,21,44
2937,22,24,67,10,56
2938,22,10,24,46,45
2939,22,21,24,249,46
2940,22,21,63,245,39
2941,22,19,41,198,56
2942,22,10,38,382,39
2943,22,21,54,345,42
2944,22,20,42,137,48
2945,22,20,53,350,49
2946,22,10,69,41,48
2947,56,24,45,206,42
2948,56,10,33,350,52
2949,56,21,30,186,59
2950,56,21,59,88,51
2951,56,20,50,310,49
2952,56,24,51,116,43
2953,56,19,53,3,48
2954,56,20,51,350,49
2955,56,24,72,13,43
2956,56,24,58,206,57
2957,56,19,52,205,49
2958,56,19,33,300,59
2959,56,24,48,12,39
2960,56,18,58,206,48
2961,56,10,84,359,48
2962,56,21,88,6,47
2963,56,20,53,2,49
2964,56,19,66,181,57
2965,56,24,46,187,57
2966,56,17,31,125,33
2967,56,10,21,3,44
2968,56,18,44,199,43
2969,56,19,41,208,46
2970,56,21,118,305,62
2971,56,10,43,35,45
2972,56,10,46,347,48
2973,56,10,59,206,47
2974,56,24,47,7,39
2975,56,21,24,147,44
2976,56,10,22,228,59
2977,56,10,48,198,57
2978,56,20,80,5,52
2979,56,10,51,350,47
2980,56,18,35,199,48
2981,56,20,35,245,47
2982,56,10,131,354,61
2983,56,20,38,110,45
2984,56,10,45,260,49
2985,56,18,45,218,46
2986,57,20,30,65,40
2987,57,20,25,331,45
2988,57,21,15,147,55
2989,57,10,59,53,48
2990,57,21,41,200,41
2991,57,10,31,377,38
2992,57,10,54,128,40
2993,57,19,55,4,43
2994,57,20,60,243,48
2995,57,20,72,175,52
2996,57,24,61,208,55
2997,57,24,90,170,60
2998,57,21,35,3,48
2999,57,11,44,225,40
3000,57,10,56,263,49
3001,57,10,34,385,50
3002,57,24,58,5,61
3003,57,10,57,170,53
3004,57,3,42,105,47
3005,57,24,128,84,60
3006,57,24,45,206,50
3007,57,20,37,186,24
3008,57,20,33,350,51
3009,57,19,48,350,57
3010,57,21,50,159,57
3011,57,19,36,194,47
3012,57,24,48,346,36
3013,57,10,50,198,34
3014,57,21,96,5,57
3015,57,21,42,41,58
3016,57,20,63,45,41
3017,57,17,35,381,50
3018,57,21,99,180,53
3019,57,21,22,11,21
3020,57,19,48,350,54
3021,57,3,71,35,55
3022,57,10,52,35,47
3023,57,24,73,12,37
3024,57,10,47,370,31
3025,48,24,41,7,46
3026,48,10,41,13,48
3027,48,21,26,51,51
3028,48,21,52,21,51
3029,48,21,80,13,49
3030,48,24,59,175,63
3031,48,24,58,333,53
3032,48,20,34,4,44
3033,48,10,28,377,41
3034,48,10,57,334,49
3035,48,18,59,304,51
3036,48,10,39,12,39
3037,48,7,44,350,48
3038,48,10,61,347,48
3039,48,19,40,65,37
3040,48,20,25,369,28
3041,48,20,56,76,46
3042,48,21,40,145,56
3043,48,21,21,146,54
3044,48,7,66,312,56
3045,48,24,29,153,48
3046,48,26,74,202,39
3047,48,20,37,58,31
3048,48,24,49,352,50
3049,48,17,31,172,44
3050,48,20,49,362,46
3051,48,10,67,320,55
3052,48,21,36,89,44
3053,48,20,54,35,49
3054,48,10,83,265,54
3055,48,10,39,245,38
3056,48,24,34,247,49
3057,48,20,44,17,62
3058,48,24,79,263,48
3059,48,3,53,168,57
3060,48,24,65,263,53
3061,48,24,54,380,38
3062,48,10,51,74,41
3063,48,21,65,181,60
3064,48,24,23,385,44
3065,35,21,72,5,42
3066,35,10,66,338,43
3067,35,21,58,359,56
3068,35,10,52,41,56
3069,35,10,46,263,56
3070,35,26,50,200,51
3071,35,21,58,87,51
3072,35,10,109,350,55
3073,35,24,33,310,46
3074,35,20,50,20,40
3075,35,21,51,116,45
3076,35,20,28,385,45
3077,35,10,26,25,37
3078,35,10,44,245,42
3079,35,20,30,221,44
3080,35,21,29,88,42
3081,35,19,75,340,43
3082,35,21,32,212,39
3083,35,10,46,341,47
3084,35,7,33,186,48
3085,35,21,51,116,44
3086,35,7,55,60,45
3087,35,19,50,3,39
3088,35,7,39,377,47
3089,35,24,61,170,58
3090,35,20,35,203,48
3091,35,19,22,96,39
3092,35,27,44,3,26
3093,35,24,34,245,44
3094,35,24,97,42,61
3095,35,20,62,300,57
3096,35,21,28,89,51
3097,35,21,40,351,45
3098,35,10,52,20,45
3099,35,21,42,6,33
3100,35,20,55,350,51
3101,35,20,36,251,37
3102,35,10,32,300,48
3103,35,10,51,347,46
3104,35,10,68,7,40
3105,35,10,32,245,52
3106,35,19,78,45,47
3107,23,20,33,380,45
3108,23,7,55,65,49
3109,23,9,43,138,53
3110,23,20,43,53,48
3111,23,21,56,203,58
3112,23,10,63,13,52
3113,23,20,38,333,19
3114,23,24,39,345,46
3115,23,24,76,267,57
3116,23,10,60,382,49
3117,23,24,61,300,54
3118,23,20,56,313,38
3119,23,24,48,53,38
3120,23,19,111,180,56
3121,23,10,40,263,49
3122,23,19,63,300,60
3123,23,21,40,3,41
3124,23,21,43,138,43
3125,23,7,38,263,39
3126,23,20,22,263,47
3127,23,24,56,221,47
3128,23,7,47,331,49
3129,23,10,37,331,41
3130,23,24,52,4,35
3131,23,10,35,267,57
3132,23,24,53,300,59
3133,23,19,56,350,40
3134,23,5,69,168,50
3135,23,26,29,88,54
3136,23,24,62,198,53
3137,23,21,25,199,39
3138,23,10,45,359,33
3139,23,24,62,200,57
3140,23,20,56,63,34
3141,23,10,40,13,40
3142,23,24,40,109,34
3143,23,21,46,354,45
3144,23,10,68,13,51
3145,23,20,59,345,34
3146,23,10,53,76,49
3147,23,10,44,35,37
3148,23,10,24,148,48
3149,23,21,26,145,47
3150,23,7,68,310,45
3151,23,10,63,13,49
3152,38,24,42,40,24
3153,38,18,30,212,33
3154,38,10,54,382,40
3155,38,21,74,84,53
3156,38,21,65,12,50
3157,38,10,74,198,53
3158,38,20,56,176,48
3159,38,19,24,34,45
3160,38,20,35,181,36
3161,38,19,15,357,49
3162,38,24,25,10,30
3163,38,21,30,7,38
3164,38,10,116,362,65
3165,38,21,58,3,50
3166,38,19,45,168,53
3167,38,19,40,206,39
3168,38,27,47,206,58
3169,38,21,34,213,36
3170,38,20,44,345,55
3171,38,10,49,255,53
3172,38,20,50,206,53
3173,38,21,70,45,50
3174,38,10,40,267,49
3175,38,24,27,382,43
3176,38,20,45,69,36
3177,38,24,54,334,54
3178,38,10,44,260,47
3179,38,21,26,89,37
3180,38,21,67,216,54
3181,38,20,40,206,56
3182,38,5,28,329,39
3183,38,10,127,175,52
3184,38,24,36,347,42
3185,38,24,47,35,50
3186,38,20,56,198,50
3187,38,10,48,112,50
3188,38,21,50,172,62
3189,38,17,72,198,59
3190,38,10,21,186,33
3191,38,21,29,89,50
3192,38,10,44,245,39
3193,38,24,61,180,55
3194,58,20,28,382,42
3195,58,20,41,65,46
3196,58,24,103,109,48
3197,58,25,37,175,49
3198,58,10,56,269,44
3199,58,24,33,7,18
3200,58,10,26,228,17
3201,58,20,27,187,47
3202,58,20,34,21,49
3203,58,21,43,145,46
3204,58,21,63,3,32
3205,58,20,38,263,53
3206,58,20,32,359,29
3207,58,21,54,53,55
3208,58,24,52,170,55
3209,58,24,58,345,55
3210,58,21,13,147,54
3211,58,24,52,198,32
3212,58,13,102,136,53
3213,58,10,32,65,43
3214,58,19,38,350,34
3215,58,17,134,175,59
3216,58,21,26,186,45
3217,58,24,53,76,49
3218,58,26,57,356,30
3219,58,20,55,4,36
3220,58,19,35,384,45
3221,58,18,36,89,52
3222,58,10,47,76,43
3223,58,20,35,96,29
3224,58,24,43,245,41
3225,55,21,36,347,45
3226,55,19,54,225,46
3227,55,20,31,263,52
3228,55,4,34,4,39
3229,55,21,53,364,57
3230,55,10,36,186,49
3231,55,5,50,170,47
3232,55,7,64,300,52
3233,55,7,45,350,48
3234,55,26,45,4,43
3235,55,21,32,146,58
3236,55,18,44,116,43
3237,55,10,54,11,44
3238,55,20,30,35,38
3239,55,20,35,203,56
3240,55,20,34,40,38
3241,55,24,88,5,46
3242,55,10,31,377,38
3243,55,21,30,199,52
3244,55,21,21,186,36
3245,55,21,27,3,45
3246,55,10,73,341,50
3247,55,17,25,10,44
3248,55,16,32,186,43
3249,55,20,61,263,48
3250,55,27,53,138,52
3251,55,19,70,308,45
3252,55,7,39,257,27
3253,55,18,68,185,56
3254,55,21,61,364,63
3255,55,24,58,221,50
3256,55,24,80,267,57
3257,55,19,35,300,58
3258,55,19,37,167,50
3259,55,24,53,364,55
3260,55,24,50,3,41
3261,55,19,48,358,50
3262,36,21,38,350,51
3263,36,24,44,300,45
3264,36,19,30,186,51
3265,36,5,73,300,59
3266,36,20,55,188,54
3267,36,19,64,198,52
3268,36,20,32,93,50
3269,36,9,25,145,50
3270,36,10,65,225,46
3271,36,24,55,206,51
3272,36,21,63,181,53
3273,36,10,44,29,31
3274,36,24,65,177,50
3275,36,10,56,312,43
3276,36,24,28,219,35
3277,36,21,25,186,40
3278,36,21,35,88,56
3279,36,10,56,263,56
3280,36,19,35,346,42
3281,36,2,36,35,46
3282,36,10,64,21,57
3283,36,24,29,21,44
