Poster,Title,Year,Certificate,Duration (min),Genre,Rating,Metascore,Director,Cast,Votes,Description,Review Count,Review Title,Review
1356,5247,35,10,64,7,36,26,944,3801,952,6192,640,5907,223
5446,2877,35,10,28,234,48,34,1434,5513,768,3202,726,3738,5730
1204,1706,35,17,74,44,43,40,2500,2498,4096,5160,454,3154,2097
410,4986,23,18,29,364,41,66,2440,2922,4516,3935,507,6062,5933
4757,695,23,7,51,62,45,45,925,6188,2350,3190,831,955,853
5905,1156,23,9,39,131,49,49,1074,5305,5572,4377,443,3178,3434
5883,867,23,18,39,51,44,61,2081,3633,3985,2593,303,645,6006
3412,4696,23,19,52,192,54,66,51,5014,3677,4320,277,2151,6174
5647,5494,23,10,59,13,48,48,1514,5157,517,4280,598,57,6329
1508,5182,23,22,35,331,42,32,2239,6323,471,125,280,208,4026
6254,159,23,22,72,255,53,64,463,3497,5955,928,322,3715,592
3583,1785,23,10,56,366,45,47,56,202,1383,2416,801,4402,4803
3660,3478,23,22,57,286,50,33,1790,3544,703,2065,856,5738,4184
2417,2563,23,18,52,299,34,46,2423,1090,2902,2006,325,3610,5701
220,123,23,17,107,169,52,73,2423,475,2800,5073,476,5352,15
5808,4411,23,10,36,251,45,63,792,968,4319,61,467,1477,4149
4128,3679,23,17,59,286,56,63,449,1875,3782,1708,455,4076,1321
5740,4102,23,19,36,3,37,44,1000,2185,5851,4800,367,2617,2377
5047,2725,23,19,39,131,39,53,155,1025,706,6316,1200,1305,2466
5427,5637,23,7,34,251,35,34,1198,236,5843,2709,1112,2350,1240
2057,479,23,18,18,251,43,26,1180,2222,5777,1894,313,6197,2467
2621,5627,23,22,52,210,43,60,853,2402,5627,5613,311,5080,1335
4564,1625,23,7,43,317,45,54,1502,5290,5602,4915,619,904,5688
4866,400,23,10,33,317,37,50,2234,3481,4101,4080,660,3897,422
2252,3562,23,22,48,4,31,27,729,1692,5213,2032,496,415,2132
3207,2978,23,10,31,255,53,69,56,203,5148,2183,301,6167,1145
5170,3199,23,22,49,286,55,79,80,769,695,2705,498,1165,525
4599,3832,23,17,52,336,36,34,357,2162,626,4810,1100,5806,3101
6031,2896,23,5,65,157,46,72,563,2009,5830,22,853,3743,266
592,4732,23,24,25,84,50,60,2565,4651,2123,2014,537,3574,5258
3946,3451,23,22,58,187,49,75,2157,5674,4667,3670,304,1041,6048
5118,4129,23,10,41,345,29,31,1996,5527,3343,1956,1090,1080,102
4971,3556,23,22,58,189,53,64,824,5881,927,5702,1003,2681,2157
4466,4557,23,18,52,60,30,55,108,5703,3435,4016,568,708,1560
5849,3690,23,10,36,13,36,29,1971,5740,1014,4752,457,2884,1822
1993,3773,23,22,36,104,30,21,2575,730,2050,4210,589,5183,5213
1594,1226,23,19,42,340,41,36,1480,920,1263,1468,332,4884,2518
5806,5705,23,10,64,13,47,57,2422,5445,746,4279,603,4938,5412
2759,1057,23,18,55,331,30,29,2067,792,2541,334,274,1683,5092
1627,1519,23,10,49,72,45,42,1767,5725,2594,6124,522,2365,1141
3121,4233,23,10,40,34,33,47,1330,1038,5227,4177,756,2178,6360
4628,2057,23,10,20,139,44,44,867,2987,3639,734,352,999,2578
638,2257,23,19,22,136,43,42,2356,4320,2235,4461,300,4507,1291
1110,410,23,7,64,296,41,55,813,1316,4844,3869,746,3099,1738
5283,5202,23,10,59,13,45,36,930,5159,459,4285,533,1159,3621
4995,3811,38,22,38,39,20,33,794,5082,4645,4802,358,6254,6390
163,5540,38,16,26,201,29,49,278,4788,3269,6322,354,4913,2960
1014,5921,38,10,50,366,36,47,1650,1406,5295,6069,517,2577,4310
4952,3992,38,19,70,80,49,48,1094,668,1248,3807,334,568,1197
5688,4384,38,19,61,12,46,76,2062,2029,485,5016,490,4787,5148
5595,5080,38,10,70,187,49,60,1355,4768,5614,4844,817,5924,2010
2436,2783,38,18,52,165,44,41,1302,5176,1737,1763,321,2493,5698
594,5990,38,17,20,33,41,37,1419,1620,397,670,438,5088,1984
3779,3614,38,17,11,343,45,61,2275,5509,479,3679,691,3551,3435
566,1157,38,22,21,10,26,31,476,2447,4209,5537,326,2234,988
4150,70,38,19,26,7,34,38,2455,2359,2784,5096,608,5085,3209
3152,2462,38,10,112,348,61,53,2317,5616,5913,3895,458,4223,5261
3190,2320,38,19,54,3,46,59,1189,1484,5176,1773,262,3127,5129
3540,525,38,17,41,157,49,53,411,2963,595,3139,1067,5374,5298
5578,6101,38,17,36,195,35,35,1265,1791,592,1265,489,1154,1799
6217,4542,38,25,43,195,54,36,2297,3508,3647,5633,598,128,2026
1023,1535,38,19,30,202,32,30,2487,5651,1239,3762,490,3585,4600
4636,2237,38,18,40,331,51,50,1771,4312,893,1142,434,788,5917
5652,4507,38,10,45,243,49,58,1311,3459,3820,2348,1166,4071,2461
4561,574,38,18,46,195,49,58,2418,4075,3378,1287,343,1413,3321
6183,3001,38,19,66,44,46,41,1015,973,2047,536,307,6125,1722
2908,2531,38,10,36,255,45,55,2581,4098,5849,6052,482,6123,5310
2143,1218,38,22,23,366,39,27,1057,5253,183,2454,598,3735,2553
3465,338,38,18,41,66,32,59,885,2332,48,2765,444,2820,5789
5000,1217,38,22,50,320,50,79,558,2792,4616,5699,298,56,6142
2576,1988,38,10,40,248,43,60,566,2562,1428,4392,182,4701,669
3848,634,38,19,22,85,33,29,2279,1961,3739,3704,1213,5556,873
2801,5323,38,19,63,205,50,66,604,2230,2377,5047,1207,4293,34
2486,1818,38,18,36,195,52,60,2611,6328,2227,1379,1124,2733,3828
3733,3274,38,5,24,315,35,51,2622,5720,590,2852,278,4684,1865
4879,1015,38,10,122,164,48,53,1331,5196,3572,4745,479,3488,1303
4652,1950,38,22,32,333,38,47,1821,2373,3632,2191,637,1617,4770
972,1733,38,22,43,34,46,42,1274,3998,1253,6261,568,2560,3109
568,5580,38,18,52,187,46,56,1770,2906,2212,6191,324,2378,4762
4715,4880,38,10,44,107,46,39,2337,4259,5208,256,345,4503,1576
64,5503,38,19,46,161,58,79,581,4972,6263,2890,733,698,4204
8,2007,38,15,68,187,55,74,2469,2565,5535,5306,770,4041,5041
6325,3923,38,10,17,175,29,33,612,317,775,3283,599,3556,4424
2187,5626,38,19,25,85,46,71,1850,305,4658,2076,345,4294,4764
2699,4167,38,10,40,234,35,50,547,197,5727,4623,567,6138,1380
2523,1770,38,22,57,169,51,54,1366,5299,6202,216,524,6106,4395
2046,5382,58,18,37,62,42,43,1037,1951,1361,5597,498,2610,4691
5050,469,58,22,99,104,44,46,223,4584,782,3889,640,815,1464
1776,1689,58,23,33,164,45,51,739,2826,1437,5558,1195,3606,746
30,1248,58,10,52,257,40,33,2235,1834,5916,4567,450,2853,2320
5322,3092,58,22,29,7,14,4,1269,5119,4809,789,509,6000,1995
1360,3924,58,10,22,217,13,4,1571,1447,5625,380,359,5593,2820
4836,1345,58,18,23,176,43,46,1900,5531,5004,1273,313,4179,6332
2694,4372,58,18,30,20,45,43,1044,4886,5858,2452,440,924,997
4111,2819,58,19,39,136,42,41,1943,2655,2895,5203,353,5134,3313
2684,4385,58,19,59,3,28,37,2062,1147,5544,5028,465,37,1005
1842,6120,58,18,34,251,49,83,623,2756,1187,2938,584,2441,6215
2545,1130,58,19,50,51,51,59,2509,2030,694,4614,456,2257,1097
1419,897,58,22,48,159,51,81,240,4818,1022,3906,648,4861,799
3730,2395,58,22,54,331,51,69,366,4218,6143,1163,346,757,916
4541,4117,58,19,9,138,50,78,1509,1207,1344,2397,344,2676,256
2240,5638,58,22,48,187,28,20,646,4132,2268,1887,271,1127,3263
3527,2185,58,12,98,129,49,49,1229,2270,2278,578,343,1100,692
1295,3760,58,10,28,62,39,29,81,4381,2077,2580,901,95,1256
4574,2871,58,15,128,164,55,66,2313,1492,189,3180,353,4824,399
4677,2711,58,19,22,175,41,29,903,1251,2189,1720,968,2031,6108
2230,3878,58,22,49,72,45,45,519,1519,2354,2026,535,2630,2858
3967,3635,58,24,53,342,26,31,724,5255,4937,2040,352,919,4850
1319,4710,58,18,51,4,32,41,2077,4270,263,948,707,1799,6238
1386,1187,58,17,31,368,41,43,2245,3480,5704,3038,474,1513,1622
4953,1088,58,16,32,85,48,53,1297,2994,473,6025,282,3675,3727
3254,5379,58,10,43,72,39,41,1632,4294,3653,4772,601,6218,4747
1327,1986,58,22,39,234,37,38,278,4787,863,4785,331,5828,1832
3230,1698,55,19,32,333,41,46,2121,2932,1517,205,753,2674,211
6167,139,55,17,50,214,42,54,1722,3537,2704,4438,472,1934,2893
3708,791,55,18,27,251,48,67,1318,3641,5024,1049,512,4910,5004
2481,2109,55,4,30,4,35,21,67,5210,6212,2766,357,4752,1997
3216,3314,55,19,49,350,53,66,828,3047,4258,1241,332,1171,1546
4878,1009,55,5,46,159,43,37,287,3102,1725,4821,310,3778,5271
243,3524,55,7,60,286,48,59,1456,6096,4731,6141,594,841,5260
4799,286,55,7,41,336,44,54,298,1752,3663,5424,458,6186,1766
5561,2795,55,24,41,4,39,44,159,206,3291,1639,317,495,3202
5711,2509,55,19,28,137,54,73,971,747,236,5089,293,2264,2777
1512,2318,55,16,40,111,39,42,986,707,5817,1734,275,1404,5669
3873,5431,55,10,50,11,40,43,1996,6084,5469,4932,358,496,2220
1974,6099,55,18,26,34,34,33,2303,2649,4955,6027,329,2726,6103
4907,3873,55,18,31,192,52,43,1054,4088,3223,4155,569,2925,2477
6152,5156,55,22,84,5,42,30,892,3098,2470,4552,925,4169,6336
2897,152,55,10,27,361,34,49,2039,5076,5013,3720,503,4954,309
3593,1983,55,19,26,188,48,70,1281,5606,2289,38,1010,1641,657
3557,3569,55,19,17,175,32,26,1136,5656,4333,5170,940,6171,1471
3197,2445,55,19,23,3,41,44,1965,5198,1533,2335,572,1468,4481
4557,3750,55,10,69,327,46,46,407,5779,4710,3989,900,2095,4226
241,5719,55,15,21,10,40,39,1603,533,4036,1350,1111,1673,5673
3452,3378,55,14,28,175,39,41,2515,6045,3627,4545,336,4273,4564
3389,84,55,18,57,251,44,14,1203,4552,1044,1345,895,5661,2583
4346,5439,55,25,49,131,48,67,430,3336,4817,6139,506,4737,4666
2206,5454,55,17,66,294,41,25,2386,5330,3729,747,624,4804,3095
1020,1228,55,7,35,245,23,36,29,4454,6084,873,1201,4416,667
4294,1941,55,16,64,174,52,28,575,4490,5719,5407,1076,4378,1186
250,5193,55,19,57,350,59,87,1229,2533,5819,1518,476,5050,4148
4584,1125,55,22,54,210,46,52,843,2165,4607,1,465,4560,964
1671,3141,55,17,31,286,54,76,629,2160,3869,6178,1021,743,2140
1606,617,55,17,33,156,46,68,2063,2390,5099,4110,301,3833,2435
4454,3430,55,22,49,350,51,54,463,1186,5157,1192,320,1616,87
2613,4466,55,22,46,3,37,33,548,4139,6316,5143,438,625,1647
1977,1381,55,17,44,344,46,47,1000,3496,5256,3073,313,2352,2319
6324,2805,36,19,34,336,47,77,190,180,3576,242,339,1216,2734
4262,4748,36,22,40,286,41,38,2526,4329,1906,588,273,308,840
4669,5660,36,17,26,175,47,63,1796,4513,1296,5223,960,4268,4974
912,3826,36,5,69,286,55,89,87,6301,1434,2015,30,4187,5531
2176,4422,36,18,51,177,50,60,532,1895,883,2261,500,4349,6044
4054,5579,36,17,60,187,48,39,1820,3522,5104,337,1133,5266,2971
1310,4469,36,18,28,89,46,48,1519,2387,497,5644,365,4719,2411
1217,4327,36,9,21,136,46,49,1838,1589,5266,4995,281,2481,1868
6221,6052,36,10,61,214,42,40,1807,4159,2222,323,673,2081,367
5193,116,36,22,51,195,47,40,2077,5212,173,60,468,5544,5339
6190,957,36,19,59,170,49,71,981,531,5202,5707,489,5367,1686
5436,6105,36,10,40,28,27,33,220,6241,1407,5520,958,3158,6276
5763,3966,36,22,61,166,46,60,917,2765,3144,5515,321,4643,3050
4922,6121,36,10,52,298,39,24,44,1216,4756,271,311,3620,1230
794,2750,36,22,24,208,31,31,2363,76,451,2542,508,4096,1329
2830,3568,36,19,21,175,36,32,1136,2521,4847,6099,1159,4227,4231
1128,4653,36,19,31,84,52,35,2092,2412,2656,5869,541,3915,6334
4358,1767,36,10,52,251,52,60,915,1482,505,2677,808,561,915
3936,5462,36,17,31,332,38,47,2580,724,5325,4622,459,956,149
698,1613,36,2,32,34,42,37,865,1621,435,2812,355,2032,6140
5790,2994,36,10,60,20,53,71,1631,5023,6175,240,542,4371,5121
357,3864,36,22,25,20,40,37,300,2423,1669,2354,447,1740,2558
980,3345,36,22,36,40,41,49,2119,401,1433,3826,707,3489,4001
1728,343,36,18,44,20,49,78,2510,5721,562,5303,0,4693,4638
6154,3407,36,19,27,50,36,33,1692,5741,4857,5669,337,3997,5476
3561,4255,36,19,34,3,31,59,2119,164,5516,5091,288,4539,464
3129,4929,36,10,51,5,45,57,1186,3769,2670,2535,860,1975,5287
5657,965,36,18,47,195,50,64,1434,516,1061,3828,745,2382,20
867,2528,36,18,40,159,48,43,1309,4913,4518,5496,1202,5565,2943
2635,1172,36,10,53,336,53,67,2332,2112,5559,1484,298,4781,24
4852,4764,36,5,46,164,49,66,2301,859,5828,2748,779,667,4276
3607,1854,36,18,45,187,51,83,2427,5641,741,5765,753,5194,1934
6292,3948,36,20,36,333,54,64,149,3002,1640,2450,78,2051,5154
2478,1759,36,16,46,99,38,72,2304,2607,5840,6038,1166,143,1195
3186,3230,36,5,41,34,35,35,22,3168,2053,329,457,3371,6128
3114,1311,36,25,53,136,34,43,28,243,2637,3555,339,5542,4498
4041,5550,36,10,16,24,40,35,1721,3839,3190,5682,330,4237,661
2549,3925,58,22,42,119,40,54,142,6348,5903,3916,952,2997,4994
2152,3698,58,19,22,251,60,91,43,6037,1646,5353,594,5718,179
3223,5343,58,19,27,83,35,31,2279,5672,6132,3225,698,460,2331
998,2256,58,19,28,136,35,27,1753,1999,5556,6016,288,5639,3897
706,1398,58,10,38,251,49,67,304,4229,4317,1184,364,5930,3563
81,282,58,22,57,322,56,65,273,5203,3430,3384,323,4145,5746
3258,795,58,19,35,197,55,84,1984,1471,2532,1995,282,6056,2673
3994,2243,58,10,34,366,25,14,533,2777,5666,5324,706,5541,1561
5621,1850,58,22,30,58,21,27,1613,739,736,4337,568,3302,2681
1441,1231,58,10,27,34,47,44,1756,928,4076,139,367,968,4202
2877,5484,58,16,43,6,39,39,1297,4551,1499,1357,460,1819,4961
1092,3365,58,18,57,189,50,72,1163,5834,304,465,475,6113,6253
2220,4838,58,7,25,210,43,52,2470,5754,4537,2206,351,634,4716
4226,5106,58,3,44,336,45,50,203,5504,2170,1264,337,2050,2931
6027,870,58,18,34,20,38,21,615,4306,4474,2857,438,5225,748
6397,5616,58,5,23,251,35,44,1437,3716,2933,1898,493,696,350
4803,2934,58,22,61,3,48,55,2052,4163,565,3206,299,5513,681
6084,1297,58,16,16,137,42,49,726,4903,5261,2906,489,5877,1166
3763,2963,58,7,21,208,6,2,1078,23,425,1625,649,3117,625
1466,1615,58,16,27,202,22,32,1205,3469,650,3547,1159,320,4956
140,2532,58,22,22,222,40,36,2328,2125,4158,2584,537,2690,2163
3179,976,58,19,18,136,49,81,1970,4518,2092,6046,676,4512,501
3578,637,58,17,63,170,44,38,865,3549,5755,3739,987,5951,2517
4369,5541,58,16,18,131,35,48,2020,6306,65,5662,327,75,418
2598,1208,58,19,41,50,39,53,2509,5926,6239,2117,322,4298,4326
467,5030,58,18,61,159,48,59,287,814,5670,173,271,5652,2086
3324,5356,58,10,110,5,39,22,1422,3518,5659,1207,703,4323,3365
567,834,58,19,19,136,47,41,1,5116,705,6136,339,3242,5984
2718,848,58,19,42,236,48,66,2159,3515,4856,592,290,5161,2207
5710,4145,58,10,39,4,33,51,592,5341,1065,2651,1161,4848,2907
3357,1778,58,22,25,369,38,26,1334,1845,4846,2368,610,4945,3036
5968,2349,58,22,44,336,42,42,1905,3835,966,5882,960,1855,4868
6078,2048,58,10,64,348,46,46,463,1184,4312,3783,304,4106,570
205,374,58,10,40,175,40,45,1978,2400,2253,3338,728,2142,5263
6113,2742,58,10,30,187,43,38,2158,5777,4923,5772,741,4377,5166
1856,2351,58,16,39,170,48,56,729,3976,5568,3129,301,4135,4312
3204,3137,23,19,62,251,50,56,2293,135,5321,3966,462,3003,5696
1413,4720,23,19,32,136,49,48,1445,1079,2334,2530,460,5504,2712
6389,925,23,10,65,175,28,41,2529,3466,3205,4078,526,4895,892
2645,5145,23,7,23,234,36,62,1102,196,2529,4133,298,3589,2613
2464,3910,23,10,27,364,44,33,543,1582,2781,474,1000,3825,4828
4390,3717,23,10,27,52,31,24,505,1035,5775,817,541,1815,6258
2452,5250,23,22,53,317,42,45,1617,4979,5891,1430,740,4089,3496
2322,3008,23,18,32,234,38,44,1027,6314,6197,5791,315,3396,176
5673,5437,23,22,58,34,46,64,786,5028,898,2704,723,3344,1901
2568,3288,23,10,140,306,54,63,244,5029,2718,5227,1207,1069,531
2336,2945,23,16,63,170,52,53,1857,3506,3959,4316,1175,172,3766
3896,4648,23,10,69,336,54,62,463,1185,6010,4701,483,3384,3776
1802,3228,23,22,45,175,34,36,1571,3528,4094,780,579,4292,3568
1375,112,23,22,32,72,30,21,1262,791,2111,4330,728,2670,4261
5665,3800,23,19,29,201,32,42,665,3887,5506,1457,861,5847,1912
5503,2941,23,17,29,234,28,35,1723,1542,6054,4500,263,5835,1345
1669,2744,23,10,32,234,33,20,1938,557,566,3542,296,3020,4045
5242,2296,23,10,29,296,49,46,1219,5307,5684,2864,529,986,495
5415,4853,23,22,23,369,46,48,1219,97,5842,2932,704,441,394
5351,3494,23,22,40,111,35,32,2438,3841,740,4100,312,1207,5603
3081,106,23,19,34,84,50,36,1480,3195,5678,517,641,3873,304
4050,4837,23,10,16,369,29,23,592,4526,496,901,523,5110,5694
4409,1144,23,3,38,286,35,51,463,1171,3268,1251,926,4712,2600
6377,4270,23,19,53,3,51,64,1507,6272,6105,5653,447,2568,1213
389,1852,23,22,32,314,42,61,1129,280,3552,2478,484,4432,5076
5135,1402,23,17,25,195,36,35,1273,4179,2031,4579,307,450,5207
2131,4572,23,19,52,7,40,11,657,3929,2517,1693,269,6030,1792
4484,4443,23,22,38,20,42,34,138,137,468,3706,333,5402,5456
361,4175,23,17,28,195,43,61,2011,1285,1870,3707,444,1523,51
4793,1235,23,19,74,251,50,52,1236,4807,3755,3000,319,4634,3838
5153,4725,23,15,46,252,50,83,1821,5637,4951,62,310,914,4866
6140,153,23,10,21,361,32,36,1014,5075,5635,1727,607,2109,3912
2255,397,23,18,54,44,50,52,2254,2547,4644,3120,293,319,3876
1132,5520,23,18,43,345,39,59,1214,4828,3119,1694,367,2981,3141
2532,5685,23,10,35,243,55,79,2276,5821,767,2066,348,5160,2662
5839,2875,23,10,41,264,43,45,948,145,2727,1695,271,4321,3720
2892,2299,23,5,49,37,40,41,1165,656,4998,149,728,4611,1080
1235,5689,23,10,37,27,41,24,1682,4929,1797,3230,469,2364,4050
5951,5836,23,18,54,187,50,80,2173,2978,5259,583,292,612,1750
4930,1794,23,22,24,176,40,40,621,2879,1230,6150,480,2209,2479
3334,5134,28,18,37,379,39,55,93,4971,1864,2054,466,3533,5506
1968,2350,28,22,68,164,51,67,463,4415,1411,4559,504,1057,658
732,3611,28,17,21,56,35,34,2245,4702,708,1880,474,4814,387
476,3487,28,16,26,131,44,46,723,5574,195,4955,296,5599,3103
2703,48,28,10,51,51,40,33,1682,3502,6265,548,469,1943,4200
1937,3184,28,19,31,202,44,52,1446,1820,5911,738,352,1762,1573
2132,5998,28,19,80,5,50,65,2376,2797,1393,2093,711,302,4608
5794,4741,28,19,26,342,55,76,2125,4313,5917,2715,674,635,5642
6284,1007,28,10,48,299,45,47,289,4560,760,2740,574,5410,2149
6118,3711,28,19,33,195,44,60,230,6279,4618,514,315,5150,4838
5480,1199,28,10,22,184,41,49,2279,5654,1519,3990,445,2139,5720
2447,5743,28,17,46,169,46,41,651,4503,4228,5661,474,347,1594
4868,518,28,19,28,34,55,86,2423,4027,5661,2845,453,5101,3281
1433,4220,28,22,51,161,44,69,1895,3624,5605,3381,1216,2668,2293
6134,2300,28,8,35,365,33,39,2548,3698,5159,2428,999,5908,5636
5531,599,28,22,40,51,42,42,1262,2035,454,503,670,3613,1437
6059,4563,28,10,54,161,51,52,854,379,3449,4121,344,888,3347
5557,6091,28,10,65,286,58,68,1784,1745,5763,222,536,3978,584
2041,1650,28,10,31,20,48,49,1295,2512,507,376,328,1301,2185
190,2452,28,10,25,20,34,41,2410,3342,3428,238,748,3134,2556
2200,3668,28,22,50,20,44,40,621,789,1645,4774,434,3317,3125
3655,5348,28,17,44,235,34,53,2308,1774,3007,4041,488,3261,5137
2775,5450,28,16,41,336,43,25,148,3400,1478,621,347,782,839
72,4765,28,19,84,14,55,66,2097,3709,5677,3432,353,1937,433
320,4694,28,10,53,344,48,70,1637,4730,6152,3546,310,2028,4193
5233,3983,28,18,29,186,46,57,1281,3384,3217,4921,285,4387,844
4502,5414,28,19,23,136,47,44,250,1571,289,5860,346,3964,4014
1272,4697,28,22,38,66,41,49,1086,3788,723,2866,699,3239,5027
5919,5161,28,19,111,44,55,68,1404,269,4842,5229,474,5009,5398
1229,5907,28,18,35,264,40,25,915,1544,4580,3534,434,4215,3822
5367,383,28,10,40,366,37,46,819,6099,5958,6290,1034,1202,4285
837,3664,28,18,33,175,45,52,1150,478,1741,712,1188,851,1643
2432,2236,28,22,49,234,37,30,631,72,1227,5853,460,3465,2488
5028,66,28,22,23,366,34,45,1208,3924,4984,5845,635,3046,822
2073,4391,28,16,19,136,45,57,194,1018,6094,202,290,2719,703
5930,1061,30,3,44,224,31,45,483,1662,5569,5071,394,2526,4894
5458,3372,30,17,56,164,44,51,429,4642,4357,1717,343,4220,4975
1618,5614,30,10,35,234,44,28,1130,3525,5766,5878,280,1005,5099
4729,4952,30,19,33,202,30,27,2091,1675,4760,1397,443,2738,612
4183,5305,30,18,23,286,42,26,1586,837,1472,2254,1166,6175,3866
3695,4252,30,22,60,40,49,56,2509,5099,1406,4776,649,2911,1717
753,201,30,19,35,195,49,68,429,4752,1781,6333,676,6048,2524
4540,3385,30,16,29,131,41,50,278,4785,3675,1307,320,5554,4047
5216,1143,30,10,36,251,43,36,2581,124,2798,1300,299,6032,6212
105,5857,30,22,50,75,44,55,1318,4094,5961,103,895,3375,5517
557,3588,30,22,32,13,35,43,2594,4967,404,4613,830,3943,1505
5653,3416,30,11,20,131,39,43,344,6073,5730,4826,282,2066,5769
3802,72,30,7,34,195,54,65,1314,3179,3396,4224,629,6224,722
5089,69,30,10,30,20,47,64,2553,4514,5905,850,317,5066,5429
2286,565,30,22,57,192,48,39,814,582,2845,1346,278,5531,5222
1825,3651,30,19,24,131,44,58,415,402,1785,2912,334,2126,4259
2518,2147,30,7,37,333,38,54,1102,198,1918,4836,347,2703,2330
5428,4896,30,19,28,3,38,30,1747,1667,4853,1342,1233,3973,6194
5074,581,30,18,27,34,38,47,1317,885,2431,1764,634,5604,3018
2631,5463,30,5,24,319,31,18,1269,5618,4481,6259,899,3530,455
5184,2890,30,10,55,255,57,86,1455,3805,5941,4638,441,4614,1282
3005,4336,30,10,47,255,52,66,2206,1615,5150,2020,442,1541,4528
1553,2670,30,22,34,234,42,26,109,241,408,2967,491,908,2404
303,3312,30,22,65,13,43,56,1235,5162,456,562,513,1299,5869
1613,5656,30,16,39,84,48,46,1098,2256,1764,1768,829,3118,4141
3542,4590,30,18,25,20,38,24,1447,3983,3140,4958,333,3233,3258
3878,1091,30,18,39,255,48,57,1050,5729,268,5137,489,4543,2169
5251,2789,30,18,31,345,25,50,2587,175,4426,3389,861,1591,1390
5656,5197,30,23,44,3,36,27,1912,3529,4875,5538,664,4373,3417
2145,2626,30,19,44,298,33,29,1558,4708,222,2979,1124,2688,1208
5580,2512,30,16,27,202,9,17,1931,5515,2538,1819,1202,4162,4466
2037,2079,30,22,63,299,43,49,463,4051,6206,2612,501,2843,4072
3755,287,30,22,66,247,46,65,2077,4332,6099,5462,474,3422,2373
1941,2352,30,18,54,336,48,72,1540,5828,2378,3504,1181,4540,1721
1337,6194,30,16,28,187,41,64,1082,963,5980,4967,441,5132,6245
3444,4996,30,15,31,314,44,45,2509,904,2887,997,295,2268,124
5126,2035,30,22,59,348,41,42,915,784,4698,940,337,2428,3075
2365,6151,30,22,33,7,35,30,1315,5328,1809,4692,449,4457,5126
3775,2392,30,19,42,333,43,53,2065,2695,1328,1893,1150,3108,5141
6096,1465,30,18,15,255,49,63,927,1717,6253,4910,850,1345,4066
3958,686,30,18,50,321,47,45,483,1122,5228,105,355,941,5903
4772,2660,57,17,62,298,53,80,92,91,1933,2922,960,250,6021
6267,3383,57,10,33,248,37,47,2576,2371,4212,2472,638,607,2360
6147,1243,57,18,71,44,49,51,698,1335,1243,4313,463,4097,3479
2166,4744,57,10,25,37,41,39,338,1183,4360,4221,302,1107,4709
2771,3109,57,17,38,187,54,30,323,1664,3128,5,465,1949,1659
4322,2904,57,16,24,143,55,73,619,2787,2714,287,275,5261,3853
4961,5369,57,18,26,354,37,38,1835,5785,2806,1152,591,4245,6173
1165,730,57,18,24,255,49,71,1133,3893,5675,1190,448,1291,413
1298,2835,57,18,47,312,44,64,1378,4267,4861,4450,437,3480,5930
4609,5204,57,10,60,345,57,87,1232,1957,5702,2610,570,597,3493
542,3328,57,19,8,136,44,51,859,2977,4595,992,1220,2599,4065
2606,4353,57,22,40,218,35,43,208,1396,989,4399,320,2811,2211
123,4040,57,17,51,164,41,50,1270,4942,1856,4924,338,4203,1658
731,1692,57,10,49,319,43,48,1203,3555,6155,3582,323,725,4789
4829,4868,57,22,25,187,50,68,1955,5015,476,4949,434,2160,5658
67,4178,57,15,37,299,50,22,1100,1144,3209,79,512,3864,4574
86,1666,57,18,47,337,36,56,450,2852,5711,2969,589,4434,1173
5181,5100,57,19,97,164,55,69,244,3046,426,3163,325,161,4731
1895,38,57,22,58,255,54,63,63,5466,2476,690,822,2067,3739
1635,3455,57,10,52,40,40,35,2415,2645,781,1777,334,1898,4177
1726,3804,57,18,73,80,47,48,1701,3778,4165,3853,300,5281,1308
5254,5054,57,10,30,368,24,30,1232,4993,3431,2392,318,2197,6348
1549,1654,57,10,26,369,37,43,2370,4500,717,3347,457,2047,4508
4085,6125,57,3,43,51,36,34,2322,4222,5153,2790,202,1690,2225
2525,3136,57,10,49,264,40,43,214,5351,5047,5786,513,138,1416
758,2049,57,17,57,184,40,40,587,5567,4804,1147,370,2244,1020
3881,6241,57,7,64,286,51,69,1899,1932,4385,3934,287,3937,5839
3761,996,57,19,38,84,50,53,1579,1897,5893,1997,874,1371,2876
4812,53,57,16,27,3,8,37,2255,3848,603,5490,951,2477,1222
4931,4288,57,19,32,131,37,28,546,4076,5500,3041,469,2678,5477
4603,1331,57,22,28,195,51,49,1808,5002,94,3152,1031,278,2800
624,3822,57,22,38,344,32,48,1233,5743,1190,4769,496,4258,2036
2780,1450,57,18,27,187,52,78,268,1765,5823,2877,742,5319,2571
4410,1618,46,17,51,195,37,58,817,278,786,616,357,4095,2496
2406,3319,46,22,54,5,51,68,281,5833,877,2108,597,3746,2023
4249,1265,46,10,38,187,39,64,2392,5184,2615,234,1132,4266,3397
138,3931,46,9,27,136,34,36,2501,6225,3016,4842,897,3051,4825
4485,5476,46,19,37,136,32,23,2015,2182,6244,6242,318,3237,5766
6045,5874,46,10,34,13,33,45,840,5691,4458,3250,290,1205,4790
4641,3118,46,18,29,27,41,45,1896,326,4995,726,513,3101,2301
986,103,46,18,33,169,42,69,558,4266,307,982,329,5128,2251
666,2879,46,10,34,356,40,50,146,2842,1776,2346,535,3339,67
527,3278,46,17,37,234,20,20,317,1682,5695,1117,569,578,728
4571,3235,46,19,29,222,41,52,2432,907,2390,344,434,5731,5776
